"","nLABO","GRID","DoY","HEIGHT","night_hrs","nUwind","nVwind","nWNDsp_mean","nPRES","nPresChange","nRH","nCloud","nTotRain","nMoon"
"4010",0,"33",134,85,8.49472222222222,2.9218125,-5.8649275,6.73336332281233,97904.25,-190,54.500075,40.0001125,0,13.3615852815388
"9274",0,"55",278,65,11.5019444444444,-0.188015754545455,-1.09135463636364,1.13255181245912,98394,-52,95.0001545454545,71.6366818181818,0,0.702617277058906
"6742",7,"44",257,105,10.5372222222222,-1.0509159,-2.85685,3.07542585644697,98205.36,-200,90.2958,98.60045,0,1.27218046062239
"6967",0,"45",154,45,7.96888888888889,0.6783562625,3.06680375,3.15345845367167,97164.875,57,61.00015,0,0,0
"4723",0,"41",140,65,8.22972222222222,-0.5784515,1.844914,2.18729524712908,96951.25,57,74.50015,46.5003125,0,52.0721421866545
"1039",0,"21",223,45,8.96222222222222,-1.444448,3.05705033333333,3.49296335186853,95956.2222222222,148,82.7779222222222,81.5561333333333,1.8,3.9858034393485
"7639",0,"51",144,65,8.11222222222222,-1.219515375,1.726422875,2.29601184630806,97386.625,-120,91.625025,72.5002875,9.315,23.831171482566
"3957",0,"33",81,85,10.845,2.6206104,5.523947,6.43902720667729,95755.9,497,42.30011,74.79993,0,24.9600346791495
"6393",0,"44",131,105,8.61694444444444,2.70454875,0.1216491375,2.71877865171082,97954.5,-158,76.1251,8.25,0,14.3072228250152
"487",0,"14",246,85,10.0427777777778,-0.96608222,3.671807,3.97691575131034,95636.2,-258,74.20002,71.40034,0,8.23060072817583
"1188",0,"22",179,65,7.72222222222222,1.48961125,-0.94770975,1.8516535051816,96435.5,-80,77.125125,0,0,79.1118208308641
"9752",0,"55",289,85,11.9672222222222,-0.856523916666667,0.125216475,1.09024134559279,97590.125,-135.800000000003,97.0592583333333,72.8333583333333,0,27.1316889258073
"3091",0,"31",222,105,8.92972222222222,0.649354777777778,-1.07420277777778,1.28937730157195,97193.5555555556,-246,89.8889,0,0,3.26734905396499
"5752",0,"42",281,105,11.6397222222222,1.02638516666667,-2.72689916666667,2.96083400656486,97852.1666666667,-465,82.66675,72.1666583333333,0.63,0.339011314936773
"3563",0,"32",84,45,10.6994444444444,0.073721,0.5489608,1.41505435412261,96866.8,163,72.10018,0,0,87.1614265804128
"5605",0,"42",132,105,8.53333333333333,-2.58122,2.70136,3.75875791250067,97886.75,-52,64.000075,0,0,6.70070332017834
"1576",0,"23",264,45,10.8658333333333,-1.02554545454545,2.44598545454545,2.78934357593594,95841.4545454545,-340,92.0909909090909,28.1819545454545,0,29.5494911101655
"8702",0,"53",235,65,9.51916666666667,-1.2219506,4.610694,4.77506248960636,96197.6,81,75.70017,28.8,0,40.7810511528744
"5248",0,"41",271,105,11.1716666666667,0.939083,-1.76697463636364,2.24910066329165,96775.5818181818,-704.299999999988,71.0946181818182,0,0,1.09052403573015
"719",0,"14",235,85,9.53361111111111,-1.2344506,4.260694,4.44892399359019,95872.2,178,75.70017,34.8,0,39.6644991846364
"287",0,"12",205,85,8.30111111111111,0.376410571428571,-0.555327714285714,2.36852044110573,95925.1428571429,-169,81.5715857142857,6.28571428571429,0,62.8408110918425
"230",0,"12",148,85,8.0325,2.127148375,-0.073614925,2.71080193678332,95491.125,-10,91.0000375,96.250725,47.43,2.15406768094133
"9454",0,"55",106,85,9.69472222222222,-0.300643222222222,-1.13391085555556,1.55964445066729,98083.2222222222,-83,76.2223777777778,69.3343555555556,0,0
"6607",0,"44",97,105,10.1041666666667,0.8958186,-0.5848156,1.78247368715925,97019.2,-69,66.99996,26.6,0,0
"544",0,"14",303,85,12.56,-0.652760461538461,1.69348023076923,2.44574418617749,95453.3846153846,534,92.1539153846154,99.9999923076923,9.04502196,0.00000635384955244456
"5930",0,"42",256,105,10.4775,0.75561224,-3.964876,4.25042383801185,97239.35,-430,88.69319,85.20076,43.92,6.50976655141873
"9728",0,"55",265,85,10.9086111111111,-0.941597245454545,3.73501545454545,3.91232393147337,97847.1272727273,195.699999999997,78.8636363636364,14.2727272727273,0,39.1943010812259
"1414",0,"22",161,65,7.76194444444444,0.28615175,4.713365,4.75180148621649,95973.75,-78,56.37505,0.25,0,10.8116720143873
"7901",0,"51",192,85,7.90638888888889,-1.2925125,1.9032,2.31057593041634,97638.875,190,88.1250625,10.75,0,3.47092889248866
"5154",0,"41",173,105,7.65444444444444,-1.430814775,2.26962125,2.80425616457847,95964.75,321,72.6251125,41.5,0,56.6646424112708
"6226",133,"43",163,45,7.77305555555556,-0.603474525,2.80952875,2.91142965428803,97248.25,-86,64.5000875,53.5,0,8.64622500341111
"2565",0,"25",131,65,8.65,0.8260228125,-2.844314625,3.47562095384752,96647.625,-37,86.62505,85.5002625,5.4,1.32487883528087
"3365",0,"32",122,45,8.93916666666667,-2.65338477777778,2.09544433333333,3.8342383204979,96322.5555555556,214,75.4445333333333,69.7778333333333,4.68,29.9960122231442
"7214",0,"45",229,85,9.3025,-2.2494601,-0.8028579,2.99812330779636,96708.7,605,96.50005,73.40048,0,0.747295750625279
"3252",0,"31",225,105,9.04694444444444,0.902519777777778,-0.764236222222222,1.19605272958005,96700,-103,89.7778333333333,0,0,40.4656398122739
"1918",0,"23.1",196,65,8.05083333333333,-0.881727,0.4380572,2.10915030987517,95534.625,203,92.5,98.500075,12.24,0
"8521",0,"52",217,65,8.73055555555556,0.08141875,-1.544296,1.57413067324644,97362,-129,80.3750875,45.0000125,0,0
"6878",0,"45",313,45,12.915,-1.36464876923077,2.73082076923077,3.07256011461672,97178.5384615385,85,61.6154846153846,12.9231230769231,0,0.0507642759031203
"7114",0,"45",129,85,8.7175,-4.43039875,2.253655,5.00294331172059,96568.875,202,87.6250875,98.2502125,4.5,0
"6811",0,"45",246,45,10.0561111111111,-1.1035815,3.446807,3.63012531906242,96738.3,-211,74.50002,52.80043,0,14.7131619403164
"9097",0,"54",181,45,7.79444444444444,-0.5125393875,1.886215,2.08715525023985,97668.75,245,90.3751625,27.50035,3.24,4.59440840212445
"8018",0,"51",85,85,10.6472222222222,-2.517006,3.03944,3.97890315332766,97558.7,-28,69.30009,85.4001,0,11.855657616628
"2441",0,"25",242,65,9.875,0.00274758999999999,1.4137111,1.50759449650241,96830,77,94.50003,8,0,89.3161122481067
"1912",0,"23.1",190,65,7.90944444444444,0.0146423375,1.9894,2.07077107376995,96097.875,-156,83.7500875,20.5,0,13.6588855316879
"1953",0,"24",126,85,8.80777777777778,-2.61641425,1.689659375,3.40221465893838,95657.5,250,94.4997375,94.0003,64.44,3.80368561360841
"7824",0,"51",115,85,9.22833333333333,-1.88179188888889,-1.34126966666667,2.38845671312741,97668.8888888889,-287,84.4445666666667,62.8889777777778,0,7.27628547112953
"65",0,"12",176,85,7.71388888888889,-0.314560825,-1.471163625,1.73424332479548,96378.125,-77,86.7501125,61.000275,0,15.5894445705367
"7561",0,"51",290,65,12.0402777777778,-1.36682333333333,2.26735916666667,2.65516977879618,99090.4166666667,-17,57.5833916666667,37.1666666666667,0,5.76527815635955
"7552",0,"51",281,65,11.6413888888889,0.90138565,-3.1227325,3.28803156117979,98594.6666666667,-465,78.7500833333333,78.1666583333333,1.35,0.0713708031445837
"9652",0,"55",122,85,9.01055555555556,1.24837878888889,-1.33093662222222,2.22551302503934,98319.5555555556,73,92.4445555555556,72.0004111111111,0,1.88927817268115
"7747",0,"51",252,65,10.2841666666667,-0.9160906,1.62141864,2.1814597179857,97430.83,-81.2999999999884,87.67796,41.10066,0,11.6402364260768
"6013",18,"43",144,45,8.15694444444444,0.418389875,1.85148625,2.03520582400003,96622.5,133,93.0000625,56.000575,2.52,9.49976996372166
"8889",0,"54",210,45,8.51777777777778,0.83884875,1.28087125,1.55977860744926,98221.375,-61,84.0003,0,0,97.8380051596769
"8636",0,"53",130,65,8.63888888888889,-0.253961,1.961522375,2.31204035675742,95250.625,-280,87.2501,48.2499875,0,0
"24",0,"12",135,85,8.43305555555555,-3.24118125,3.29165875,4.68371311898072,95642.25,171,90.500225,67.2501875,5.58,0
"4960",0,"41",178,105,7.67777777777778,1.008887375,2.580025325,3.24452515674903,96630.625,425,68.2501625,29.250075,0.9,44.2850727369697
"184",0,"12",102,85,9.85416666666667,-1.4067236,0.3681051,1.62328864698428,97134.2,-109,47.19995,0,0,13.9484366153786
"4820",0,"41",241,65,9.76611111111111,-0.74044165,0.9267256,1.38634692965696,97389.89,-200,87.32004,43.40003,0,0.82813474761628
"7299",0,"45",314,85,12.9491666666667,-0.410178388461538,-0.758786076923077,1.48422013615386,96318.3846153846,577,89.3078076923077,28.6155307692308,0.135,0
"9288",0,"55",305,65,12.6233333333333,-0.599779292307692,2.26030615384615,2.43996809890963,97328,-82,67.3078692307692,20.9231661601077,0,30.4877201980738
"4947",0,"41",165,105,7.68111111111111,0.4404705,1.1647785,1.42511528871736,96551.125,-121,91.8752375,74.7507875,8.1,0
"735",0,"14",251,85,10.26,0.16573367,-1.828697,2.09596182532667,95761.84,-230.100000000006,93.46742,36.60001,0,8.69686927169115
"3687",0,"32",242,45,9.82833333333333,-0.9710405,0.17439308,1.75259718076247,97617.77,-4.30000000000291,94.98083,60.300521,3.96,0.0251486693369568
"1930",0,"24",96,85,10.1366666666667,-3.400742,-2.348702,4.15717121645647,96061.9,169,97.10004,99.9995,2.16001548,0.0000834523579925714
"4119",0,"33",276,85,11.4022222222222,-1.76083454545455,1.591565,2.41193705502457,97157.2636363636,100,82.7491636363636,0,0,0.382378427122058
"5643",0,"42",170,105,7.69055555555556,-1.80449014285714,5.55573857142857,5.87774193620341,96436.5714285714,415,67.4286142857143,16.8571428571429,0,1.99157895868918
"82",0,"12",193,85,7.96444444444444,0.640943275,1.1470110125,1.58377915413368,95713.5,-1,88.8751,20.25,0,0.249458449240021
"2446",0,"25",247,65,10.1011111111111,-0.831604,4.17458444444444,4.31337004190028,96639.3333333333,-202,75.2223111111111,23.1111111111111,2.16,28.6366661133735
"2922",0,"31",254,65,10.3763888888889,-0.41703671,2.14449,2.20849404734196,97298.38,200,79.5634,0,0,33.3851439138432
"668",0,"14",184,85,7.82944444444444,-4.31183875,0.1608743625,4.38604614144645,96023.375,73,95.7501,100,0.09,0
"1638",0,"23",82,45,10.7975,-4.985555,-2.94319,5.89738878279087,94378.1,260,52.40008,68.99992,0.63,30.996863191453
"8096",0,"51",163,85,7.71361111111111,-0.4628505625,3.12202875,3.21553192357101,97797.375,-104,62.1250875,42.25,0,13.6309270190099
"5860",0,"42",146,105,8.075,-0.0562061250000001,0.091837,2.06243526810156,96727.125,63,83.7502,40.500125,4.14,35.0937118136198
"2450",0,"25",251,65,10.2830555555556,0.603711,-1.0487043,1.31814217153272,96967.4,-70,92.50009,17,0,3.38397451356591
"1153",0,"22",144,65,8.12611111111111,0.293388875,0.85148447625,1.18637158787121,95979.125,206,94.1250625,60.750475,0.72,6.90864293008709
"4305",0,"34",246,65,10.0458333333333,-1.066082122,2.771807,3.03086704545006,96864.6,-285,75.30002,56.60034,0,12.3157030949915
"3233",0,"31",203,105,8.19888888888889,-0.301748142857143,-0.314975285714286,1.45704343728342,96522.1428571429,99,81.0000857142857,26.5718442857143,0,69.1269458290462
"8177",0,"51",244,85,9.91,0.6855865,-0.7491611,1.07423109217009,98521.04,-185.700000000012,88.322,0,0,0
"6272",30,"43",211,45,8.52888888888889,-0.5531931125,-0.4222048875,0.831254038857478,97435.75,-180,86.0001,29.75,0,3.29308534366174
"5873",0,"42",168,105,7.69833333333333,-2.33614375,1.73991375,2.91921586812555,96773.25,-205,70.750075,0,0,78.7598535371394
"1143",0,"22",134,65,8.45944444444445,-0.468689525,0.923524,1.39508186481018,96398.75,-67,89.375075,46.0000875,0,0.425983878766101
"4843",0,"41",264,65,10.8452777777778,-0.455174827272727,3.23922272727273,3.2895475477492,96777.7818181818,0,79.0300454545455,11.9090909090909,0,47.5806246596795
"4824",0,"41",245,65,9.95277777777778,-1.3874241,0.08921223,1.41150798730011,97573.45,-95.8000000000029,84.27138,0.4,0,0
"1369",0,"22",116,65,9.20888888888889,-1.903313,-3.601276,4.10882985755936,95931,-107,73.30004,30.40025,0,35.2338376516577
"3997",0,"33",121,85,9.01138888888889,-4.21132111111111,-3.89330333333333,5.77217827583458,96705.1111111111,-326,96.2223,99.9999,4.905,0
"9183",0,"54",267,45,10.9947222222222,-1.97213272727273,2.80058545454545,3.42719103204332,97661.0636363636,-125.699999999997,72.9354272727273,7.36370909090909,1.08,19.2252306311023
"5646",0,"42",173,105,7.69,0.42170641,-1.88554875,2.00153960770102,97400.5,-446,65.7501625,0,0,14.4007835562657
"900",0,"21",84,45,10.6938888888889,0.04872069,0.2114613,1.34781220419586,96259.7,232,70.70018,0,0,87.1614265804128
"6130",0,"43",287,45,11.9011111111111,0.6918431,0.68778925,1.85151626576596,97561.5,-170,61.083425,0,0,0.316108900462845
"1001",0,"21",185,45,7.76194444444444,-0.69664325,1.66788125,1.86730224639718,96258.125,142,91.0001375,100,0,0
"4941",0,"41",159,105,7.75111111111111,1.207148875,-0.463915875,1.5182628177007,96465.625,39,70.125125,0,0,26.6959920920633
"6408",10,"44",146,105,8.12194444444444,1.6594525,0.5937845,1.77606742019716,97232.375,-237,86.75005,0,0,40.017305133605
"6193",3,"43",107,45,9.63277777777778,-3.267752,3.087218,4.63304348569105,97555.1,-29,69.90008,49.20026,0,38.1861155986133
"7757",0,"51",262,65,10.7533333333333,-1.18796263636364,2.64131727272727,2.92458231868062,97523.7181818182,-100,83.3888272727273,0,0,83.7363716047373
"5028",0,"41",269,105,11.0908333333333,-0.366503378181818,1.58711236363636,1.67342586927675,97006.4545454545,291,83.0000909090909,0,0,98.9243118649793
"6993",0,"45",196,45,8.10583333333333,-0.646895875,-1.957985,2.19287020523402,97360.375,-314,81.750275,7.25,0,45.8239227189225
"2398",0,"25",199,65,8.19194444444445,-0.4678573625,-1.480888125,1.63963543236301,96753.375,-52,83.6251375,56.50015,0,1.1997150639448
"1437",0,"22",184,65,7.77611111111111,-4.10871375,0.39524985,4.14029854497127,96699.375,49,92.0001,98.2506375,0,0
"1740",0,"23",196,45,8.04555555555556,-0.60002025,-0.44235925,1.47857622021015,96307.125,-273,79.625275,16.25,0,45.5980955109435
"2667",0,"25",238,65,9.68444444444444,0.21259446,-1.137519,1.18590416380227,97492.9,14.2999999999884,91.59147,43.1,0,7.39556376318946
"6769",0,"44",284,105,11.7563888888889,-1.47887833333333,3.26302166666667,3.60817398822232,97405.0666666667,214.400000000009,83.6858666666667,1.91666666666667,0,40.0260672186776
"3821",0,"33",159,85,7.81888888888889,1.347773625,-0.026416125,1.39825603361742,96637.375,0,66.875125,0,0,26.6959920920633
"2624",0,"25",195,65,8.07944444444444,1.3032443875,0.00514987499999998,1.60237027398417,96834.75,-196,88.2502,7.25,0,43.8176184800879
"4683",0,"41",100,65,9.93,-0.5637792,5.51281,5.89686396667618,95677.6,462,49.20007,5.2,0,1.92373534235508
"4810",0,"41",231,65,9.30916666666667,0.45944088,2.4177563,2.72231027308381,96562.5,-78,81.60024,49.20017,1.8,50.3724886250929
"4220",0,"34",159,65,7.84722222222222,1.238399125,0.520458875,1.38336742269275,96932.25,12,67.750125,0,0,26.6959920920633
"5467",0,"42",163,65,7.73722222222222,-0.634725,3.23140375,3.32343779117671,97079.875,-142,62.3750875,54,0,7.68916621421737
"2407",0,"25",208,65,8.47555555555556,-1.0667165,4.16479375,4.75793555530823,96341.875,43,79.500025,11.75,1.62,59.8434228032713
"7156",0,"45",171,85,7.78472222222222,-1.1786707375,-0.0525841125,1.66974920507122,96751.125,-246,77.00015,17.750325,0,5.21527315813662
"3930",0,"33",301,85,12.4872222222222,4.53344307692308,-2.01242023076923,5.093095649355,96501.8461538462,-434,58.8462,3.23076923076923,0,85.0353810366745
"3193",0,"31",163,105,7.70694444444444,-0.634725625,3.35640375,3.44180852446795,96635,-86,61.6250875,37.25,0,11.9622055975957
"3571",0,"32",92,45,10.3211111111111,3.927154,1.0951739,4.31126864256589,96991.3,499,69.2001,12.2,0,3.82445591880847
"3017",0,"31",148,105,7.98583333333333,-1.47170125,3.327251875,3.70903098760626,96392.75,5,91.1250625,49.7502125,0.9,32.741867140586
"1966",0,"24",139,85,8.32888888888889,-1.7875434625,-2.31178125,3.11583226768553,97106.625,122,83.750175,98.5000125,7.47,0.0792997237812144
"5066",0,"41",85,105,10.645,-1.8670061,2.1394404,3.03805492917785,96492.5,-95,70.10009,90.60018,0.135,8.35170939429143
"1165",0,"22",156,65,7.83611111111111,0.14121425,0.819376,1.09522744285287,96765.75,163,83.250125,82.500625,0,3.18999771058669
"4642",0,"41",281,65,11.6422222222222,0.828469125,-2.9977325,3.15056018596481,97586.4166666667,-465,81.5834166666667,72.1666583333333,1.35,0.431971115489364
"6882",0,"45",317,45,13.0486111111111,0.644928923076923,1.65167907692308,2.15520296081602,97585,161,64.4614461538462,10.4615384615385,0,0.272446768078388
"5229",0,"41",252,105,10.2811111111111,-0.60984062,0.765168655,1.66198205019479,96440.83,118.700000000012,86.27796,41.10066,0,11.9554737110554
"2029",0,"24",211,85,8.55305555555556,0.676802125,-0.8116904875,1.90921798158145,97060.125,3,76.1252625,0.5,0,99.2789964585228
"7648",0,"51",153,65,7.87777777777778,0.426658375,-0.33148475,0.974838132512464,98062.125,-67,74.25015,0,0,1.17527050254028
"7030",0,"45",242,45,9.86416666666667,-1.339790164,-0.2568583,2.22182356756743,97737.77,95.6999999999971,96.08083,64.5006,16.92,0.100608691351916
"8602",0,"52",298,65,12.3644444444444,-1.76539769230769,1.11285507692308,2.1009374261188,98183.7692307692,340,76.0657230769231,60.5387153846154,0,1.71825180754073
"3277",0,"31",250,105,10.1883333333333,-0.6342268,-1.1948494,2.04590029328927,96685.16,70,90.1353,61.00027,10.8,1.03472467593543
"8055",0,"51",122,85,8.9325,1.20671055555556,-1.09482588888889,1.78679502303509,98416.7777777778,35,87.6667777777778,70.6669333333333,0,1.81827246160035
"4747",0,"41",164,65,7.6925,0.195370625,2.981345,3.0520463281842,96786.5,48,66.8750875,6.25,0,36.180770402495
"7505",0,"45",309,85,12.7638888888889,1.03844069230769,1.38595353846154,1.78619674840092,98127.3307692308,0,63.1281692307692,0,0,7.46317462499976
"1725",0,"23",181,45,7.76583333333333,0.6280861625,0.901839525,1.67116699798883,95931.375,176,81.1251625,46.00035,0,1.59586417497878
"7374",0,"45",141,85,8.30583333333333,-1.10730775,0.921470275,1.49578892298161,97508.5,-42,80.75015,58.7501375,0,41.0054182933384
"1003",0,"21",187,45,7.795,1.031274,0.4357635,2.51744523621193,95851.75,84,68.8752625,86.5004625,2.88,0.230671107707951
"5505",0,"42",235,65,9.50694444444444,-1.54695,4.398194,4.66826043680713,97017,86,75.20017,18.4,0,45.0566923363085
"9407",0,"55",282,65,11.6658333333333,0.0853341666666667,0.0137993083333333,1.56010582146483,99000.9333333333,-314.299999999988,76.5548083333333,8.5,0,16.9977882706139
"6124",0,"43",281,45,11.6377777777778,1.38055225,-2.7789825,3.15980879686283,98033.0833333333,-465,82.8334166666667,71.333325,0.81,0.269308478452588
"381",0,"12",299,85,12.4016666666667,1.34375958333333,1.87249711666667,3.75533690921641,96127.4416666667,-299.899999999994,82.2495916666667,34.4164416666667,0,4.99389967119541
"9634",0,"55",313,85,12.9130555555556,-1.26849469230769,1.46158984615385,2.00614219063163,97971,83,65.3847153846154,9.69235384615385,0,0.0609172833788565
"4303",0,"34",244,65,9.95444444444444,-0.9889228,3.106358,3.3223614585013,97002.5,73,77.10007,10,0,70.3188659727789
"7441",0,"45",233,85,9.46444444444444,1.652131,0.03958591,1.72060566736099,97086.5,-380,87.40013,0,0,81.016392568314
"7858",0,"51",149,85,7.96638888888889,1.873289875,-6.6789375,6.95469086379189,98191.875,-182,86.3751125,100,0,0
"3921",0,"33",292,85,12.1161111111111,-0.69921165,3.2310975,3.40463227504661,96600.0833333333,-107,51.083275,24.6667166666667,0,11.2636924384789
"4278",0,"34",217,65,8.78722222222222,-0.537456428571429,0.814910142857143,1.06178683550511,97104.5714285714,90,93.4286571428571,34.5714285714286,0,30.6586225004468
"2032",0,"24",214,85,8.66527777777778,-0.604794,-2.58266,2.7784619163043,96250.4285714286,-198,87.4287,5.14285714285714,0,85.1135747536535
"2585",0,"25",156,65,7.92916666666667,2.26275,-1.7917975,2.92144164795372,96863.625,53,69.0000375,0,0,0
"5182",0,"41",201,105,8.13222222222222,-0.863696457142857,3.57430428571429,3.77597651563389,97012,34,88.7143142857143,44.8572142857143,0.27,55.0671707282035
"619",0,"14",135,85,8.475,1.30624825,-0.190003375,1.46423417026427,96744.375,-90,76.375175,0,0,48.4849419379366
"2781",0,"31",110,65,9.46388888888889,0.8159789,-1.0492705,1.65329149591943,96836.5,559,86.30018,92.80017,4.095,6.92838814936959
"4460",0,"34",176,65,7.76277777777778,-1.83286355,4.38381625,4.86104660070743,96967.875,60,75.1250375,25.75,3.42,37.4731406002199
"5120",0,"41",139,105,8.26333333333333,-0.2435468125,2.12260125,2.19445158201052,97242,139,72.75025,16.25,0,78.5015182915012
"5030",0,"41",271,105,11.1838888888889,-1.23679939090909,-5.98362363636364,6.34109249134138,96944.1818181818,-456,87.0001,80.9090609090909,26.28,18.648106519162
"4935",0,"41",153,105,7.86138888888889,-1.3619376125,3.89711375,4.40477721976618,96464.625,85,82.87505,73.5000375,5.04,26.4014676960585
"8902",0,"54",237,45,9.63527777777778,-0.3261287,-0.26127734,0.755001265924115,98232.8,-114,86.60017,4.6,0,54.7767308506879
"436",0,"14",182,85,7.80722222222222,-3.70630125,-0.2151805125,3.72989146165923,95777.875,-38,87.3750625,66.500275,0,33.432808979938
"2962",0,"31",294,65,12.2025,-0.198426241666667,-0.560796916666667,0.868661088031507,97863.1083333333,308.599999999991,88.3898416666667,20.5833333333333,0,37.056897773971
"8867",0,"54",188,45,7.9,0.0740844125,-0.855919125,0.96650721714173,98008.125,43,84.875125,14.5,0,27.2333455908372
"3791",0,"33",129,85,8.67388888888889,-4.53977375,1.9880289075,5.04330534618499,96454.25,244,84.8750875,93.5005125,9.81,0.152312449684068
"5733",0,"42",262,105,10.7691666666667,-1.1021787,1.6984,2.03380233196107,97434.6,35,80.90008,9,0,9.27254212203125
"7283",0,"45",298,85,12.3511111111111,-0.563576833333333,1.91763583333333,2.04138523005493,97924.9166666667,-4,66.250075,8.33333333333333,0,81.8125326097666
"1747",0,"23",205,45,8.31277777777778,0.412125285714286,0.0696733285714286,2.73423815964098,95562.2857142857,-178,79.1430142857143,5.71428571428571,0,63.2806497604635
"3923",0,"33",294,85,12.2005555555556,-0.62646775,-1.7195565,1.96573457188709,97679.75,14,62.5001,76.50065,0,14.0472586259366
"4359",0,"34",300,65,12.4394444444444,2.01382792307692,-2.21503546153846,3.63465548719283,96578.3846153846,31,89.3847538461538,81.0770692307692,0,18.7126504730212
"4730",0,"41",147,65,8.01583333333333,-1.4468055875,3.070976625,3.98799366671058,96080.5,201,85.625075,89.75025,1.98,7.3971269888897
"9383",0,"55",258,65,10.5911111111111,-1.0410443,0.24165115,1.1256645102675,98530.46,274.299999999988,93.90132,60.50025,0,31.1422517800375
"4996",0,"41",237,105,9.59361111111111,-0.06362871,-0.6612771,1.1109288432381,97392.6,-142,82.00017,0,0,58.5893428261532
"4553",0,"34",269,65,11.0866666666667,1.93053454545455,-0.756511945454545,2.12862836345,98001.0545454545,-4.30000000000291,54.6909909090909,0,0,7.28645121559086
"5832",0,"42",118,105,9.12027777777778,1.34870322222222,-2.74003444444444,3.45026583038662,96005.2222222222,-594,94.1110444444444,98.8891222222222,5.535,0
"2354",0,"25",143,65,8.23555555555556,-3.34544625,-0.6185210375,3.41900567409661,96805.75,367,96.500075,100,7.47,0
"4800",0,"41",217,65,8.70888888888889,0.1751686875,-2.075545,2.11138594761498,96833.5,-200,82.2500875,25.0000125,0,0
"6518",5,"44",256,105,10.5033333333333,-1.575688,3.10078,3.51173047429264,96807.2,60,78.59999,15.80008,0.72,0
"4645",0,"41",284,65,11.7769444444444,3.00082333333333,-1.799778,4.3615365960014,95950.4166666667,-1063,38.0834166666667,21.3333333333333,0,0
"4093",0,"33",250,85,10.2077777777778,-0.2092268,-0.2823486,2.07522629011898,96765.16,-30,83.7353,63.90027,5.04,2.23432162479788
"4270",0,"34",209,65,8.48722222222222,0.1511075,-1.677685375,1.80946463919951,97486.5,-287,82.2501,31.5,0,52.4321640727106
"6148",0,"43",305,45,12.6436111111111,1.29445092307692,3.09684461538462,3.38620777282203,96685.7692307692,-47,59.3847923076923,36.6154769230769,0,24.2883505967158
"8706",0,"53",240,65,9.74527777777778,-0.52900065,1.2275757,1.39006063352331,96592.45,-200,87.23649,24,0,3.36960039404043
"6710",15,"44",225,105,9.10194444444445,0.8310316,-0.815615685,1.29951406048241,97361.7,-165,86.80007,0,0,43.594788099761
"9569",0,"55",235,85,9.56611111111111,1.2685864,-0.7014267,1.5210015219737,98279.1,-40,84.30019,0,0,32.4068232926425
"1320",0,"22",311,65,12.8805555555556,0.416350846153846,2.45528153846154,2.51909216529412,97660.9230769231,146,59.6154307692308,0,0,2.2669963835778
"3899",0,"33",270,85,11.1416666666667,-0.673686727272727,2.17743309090909,2.31542654244186,96693.2727272727,-79,77.3637454545455,5.09090909090909,0,94.8620992127857
"2332",0,"25",121,65,9.03694444444444,-0.464050211111111,2.32966444444444,2.49943033293006,96937.1111111111,6,66.7779444444444,60.0000111111111,1.35,38.4604258072599
"3964",0,"33",88,85,10.5169444444444,-2.108031,3.11955,3.78904204862663,97105.1,-81,50.40013,12.8,0,36.5603012374003
"4058",0,"33",203,85,8.25333333333333,0.0732525714285714,1.79216871428571,2.35761517908379,96789.2857142857,55,78.5715142857143,32.5718428571429,0,63.5194364126027
